Unidade;Nome Unidade;Setor;Descrição Setor;Atividade;Máquina;Descrição Máquina;Nº Patrimônio;Plano;Descrição Plano;Sequência Manutenção;Data Execução;Quantidade Período;Sequência Tarefa;Descrição Tarefa;Funcionário;Nome Funcionário;;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986989;ESTEIRA DE MATERIA PRIMA 2;1;1;PREVENTIVA;2;12/05/2024;60;5259;VERIFICAR MÓDULOS DE ESTEIRA;;287858;EDIVAL DOS SANTOS FURQUIM;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986989;ESTEIRA DE MATERIA PRIMA 2;1;1;PREVENTIVA;3;12/05/2024;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;287858;EDIVAL DOS SANTOS FURQUIM;;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986989;ESTEIRA DE MATERIA PRIMA 2;1;1;PREVENTIVA;4;12/05/2024;60;3400;MANCAIS DE ROLAMENTOS: ANALISAR VIBRAÇÃO, RUÍDOS, DESGASTES, FIXAÇÕES, VEDAÇÕES, LUBRIFICAÇÃO, ETC;287858;EDIVAL DOS SANTOS FURQUIM;;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986990;ESTEIRA DE MATERIA PRIMA 3;1;1;PREVENTIVA;2;12/05/2024;60;5259;VERIFICAR MÓDULOS DE ESTEIRA;;287858;EDIVAL DOS SANTOS FURQUIM;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986990;ESTEIRA DE MATERIA PRIMA 3;1;1;PREVENTIVA;3;12/05/2024;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;287858;EDIVAL DOS SANTOS FURQUIM;;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986990;ESTEIRA DE MATERIA PRIMA 3;1;1;PREVENTIVA;4;12/05/2024;60;3400;MANCAIS DE ROLAMENTOS: ANALISAR VIBRAÇÃO, RUÍDOS, DESGASTES, FIXAÇÕES, VEDAÇÕES, LUBRIFICAÇÃO, ETC;287858;EDIVAL DOS SANTOS FURQUIM;;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986992;ESTEIRA DE MATERIA PRIMA 5;1;1;PREVENTIVA;2;12/05/2024;60;5259;VERIFICAR MÓDULOS DE ESTEIRA;;287858;EDIVAL DOS SANTOS FURQUIM;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986992;ESTEIRA DE MATERIA PRIMA 5;1;1;PREVENTIVA;3;12/05/2024;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;287858;EDIVAL DOS SANTOS FURQUIM;;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986992;ESTEIRA DE MATERIA PRIMA 5;1;1;PREVENTIVA;4;12/05/2024;60;3400;MANCAIS DE ROLAMENTOS: ANALISAR VIBRAÇÃO, RUÍDOS, DESGASTES, FIXAÇÕES, VEDAÇÕES, LUBRIFICAÇÃO, ETC;287858;EDIVAL DOS SANTOS FURQUIM;;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986993;ESTEIRA DE MATERIA PRIMA 6;1;1;PREVENTIVA;2;12/05/2024;60;5259;VERIFICAR MÓDULOS DE ESTEIRA;;287858;EDIVAL DOS SANTOS FURQUIM;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986993;ESTEIRA DE MATERIA PRIMA 6;1;1;PREVENTIVA;3;12/05/2024;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;287858;EDIVAL DOS SANTOS FURQUIM;;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986993;ESTEIRA DE MATERIA PRIMA 6;1;1;PREVENTIVA;4;12/05/2024;60;3400;MANCAIS DE ROLAMENTOS: ANALISAR VIBRAÇÃO, RUÍDOS, DESGASTES, FIXAÇÕES, VEDAÇÕES, LUBRIFICAÇÃO, ETC;287858;EDIVAL DOS SANTOS FURQUIM;;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986994;ESTEIRA DE MATERIA PRIMA 7;1;1;PREVENTIVA;2;12/05/2024;60;5259;VERIFICAR MÓDULOS DE ESTEIRA;;287858;EDIVAL DOS SANTOS FURQUIM;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986994;ESTEIRA DE MATERIA PRIMA 7;1;1;PREVENTIVA;3;12/05/2024;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;287858;EDIVAL DOS SANTOS FURQUIM;;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986994;ESTEIRA DE MATERIA PRIMA 7;1;1;PREVENTIVA;4;12/05/2024;60;3400;MANCAIS DE ROLAMENTOS: ANALISAR VIBRAÇÃO, RUÍDOS, DESGASTES, FIXAÇÕES, VEDAÇÕES, LUBRIFICAÇÃO, ETC;287858;EDIVAL DOS SANTOS FURQUIM;;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986995;ESTEIRA DE MATERIA PRIMA 8;1;1;PREVENTIVA;2;12/05/2024;60;5259;VERIFICAR MÓDULOS DE ESTEIRA;;287858;EDIVAL DOS SANTOS FURQUIM;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986995;ESTEIRA DE MATERIA PRIMA 8;1;1;PREVENTIVA;3;12/05/2024;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;287858;EDIVAL DOS SANTOS FURQUIM;;
92;FRIG. AURORA CASTRO;COD;SETOR DE CONDIMENTOS          ;4472;99986995;ESTEIRA DE MATERIA PRIMA 8;1;1;PREVENTIVA;4;12/05/2024;60;3400;MANCAIS DE ROLAMENTOS: ANALISAR VIBRAÇÃO, RUÍDOS, DESGASTES, FIXAÇÕES, VEDAÇÕES, LUBRIFICAÇÃO, ETC;287858;EDIVAL DOS SANTOS FURQUIM;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;3052;GRAMPEADOR AUT. POLYCLYP SYSTEM FCA80 - SISTEMA PNEUMÁTICO;257869;1;PREVENTIVA;1;30/08/2025;45;54146;SISTEMA PNEUMÁTICO: VERIFICAÇÃO DE COMPONENTES E FUNCIONAMENTO;254220;FABIANO DA SILVA RODRIGUES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;3052;GRAMPEADOR AUT. POLYCLYP SYSTEM FCA80 - SISTEMA PNEUMÁTICO;257869;1;PREVENTIVA;2;30/08/2025;45;53989;VERIFICAR ELETROVÁLVULA;;254220;FABIANO DA SILVA RODRIGUES;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;3931;CORTADOR DE CARNE CONTINUO - VELATI - SISTEMA ELETRICO;257509;1;PREVENTIVA;3;13/11/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;3932;CORTADOR DE CARNE CONTINUO - VELATI - MOTOR DO FACÃO;257509;1;PREVENTIVA;2;13/11/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;3933;CORTADOR DE CARNE CONTINUO - VELATI - MOTOR DA ESTEIRA;257509;1;PREVENTIVA;1;13/11/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;4570; ESTEIRA TRANS. APOS CORTADOR/CUBADOR - REDUTOR;257510;1;PREVENTIVA;1;20/10/2025;35;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;254880;DAVID ALAN ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;4571; ESTEIRA TRANS. APOS CORTADOR/CUBADOR - REDUTOR - MOTOR;257510;1;PREVENTIVA;1;20/10/2025;35;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;254880;DAVID ALAN ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;4572; TANQUE ENCRUAMENTO EMBALAGEM MONTEMIL - SISTEMA ELETRICO;258863;1;PREVENTIVA;1;20/10/2025;35;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;254880;DAVID ALAN ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;4573; TANQUE ENCRUAMENTO EMBALAGEM MONTEMIL - SISTEMA DE SEGURANÇA;258863;1;PREVENTIVA;1;20/10/2025;35;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;254880;DAVID ALAN ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;4640;CAMARA DE CURA - SISITEMA ELETRICO;258894;1;PREVENTIVA;1;23/10/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;4642;CAMARA DE CURA - MOTOR DO DAMPER;258894;1;PREVENTIVA;1;23/10/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;4644;CAMARAS DE PRE CURA - SISITEMA ELETRICO;258888;1;PREVENTIVA;1;23/10/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;4645;CAMARAS DE PRE CURA - MOTOR DO DAMPER;258888;1;PREVENTIVA;1;23/10/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;4804;EMBUTIDEIRA VÁCUO VF 620 - SISTEMA ELETICO;257866;1;PREVENTIVA;1;30/10/2025;34;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;293096;DIEGO RODRIGUES ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;4805;ESPALHADOR VERTICAL VELATI - SISTEMA ELETRICO;;1;PREVENTIVA;1;30/10/2025;30;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;254880;DAVID ALAN ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;4806;ESPALHADOR VERTICAL VELATI - MOTOR;;1;PREVENTIVA;1;30/10/2025;30;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;254880;DAVID ALAN ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;4819;TERMOFORMADORA À VÁCUO MULTIVAC F200 - SISITEMA ELETRICO;258864;1;PREVENTIVA;1;30/10/2025;34;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;293096;DIEGO RODRIGUES ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;4820;TERMOFORMADORA À VÁCUO MULTIVAC F200 - SISITEMA DE SEGURANÇA;258864;1;PREVENTIVA;1;30/10/2025;34;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;293096;DIEGO RODRIGUES ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;5157;DOSADOR DE SAL VELATI - SISTEMA DE SEGURANÇA;257516;1;PREVENTIVA;1;13/11/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;5158;DOSADOR DE SAL VELATI - MOTOREDUTOR;257516;1;PREVENTIVA;1;13/11/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;5183;EMBUTIDEIRA VÁCUO VF 620 - SISTEMA DE SEGURANÇA;257866;1;PREVENTIVA;1;11/11/2025;35;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;293096;DIEGO RODRIGUES ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;5284;CORTADOR DE CARNE CONTINUO - VELATI - SISTEMA DE SEGURANÇA;257509;1;PREVENTIVA;1;13/11/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986273;CAMARA DE REPOUSO/VENTILAÇÃO (CAM1701000030);1;1;PREVENTIVA;1;23/10/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986275;CAMARAS DE PRE CURA;258888;1;PREVENTIVA;1;23/10/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986277;CAMARA DE CURA;258894;1;PREVENTIVA;1;23/10/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986280;CAMARA DE SECAGEM DE PALETAS (CAM1701000033);1;1;PREVENTIVA;1;23/10/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986283;CORTADOR DE CARNE CONTINUO VELATI;257509;1;PREVENTIVA;9;13/11/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986283;CORTADOR DE CARNE CONTINUO VELATI;257509;1;PREVENTIVA;10;13/11/2025;42;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;441790;ROBSON DIEGO REGNIER;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986327; ESTEIRA TRANS. APOS CORTADOR/CUBADOR (ES1701000041);257510;1;PREVENTIVA;7;20/10/2025;35;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;254880;DAVID ALAN ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986345;ESPALHADOR VERTICAL VELATI;1;1;PREVENTIVA;2;30/10/2025;30;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;254880;DAVID ALAN ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986390;GRAMPEADOR AUT. POLYCLYP SYSTEM FCA80;257869;1;PREVENTIVA;10;30/08/2025;90;3368;SISTEMA DE CORTE: REVISÃO VISUAL DO SISTEMA CERTIFICANDO-SE QUE NÃO HAJA VAZAMENTO DE AR;ANALISAR SE A FACA RETORNA E AVANÇA SEM TRANCOS, CASO ISSO ESTEJA OCORRENDO DEVE SE TROCAR À MOLA DE RETORNO;;254220;FABIANO DA SILVA RODRIGUES
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986394;MOEDOR MODELO TN61502V VELATI;257512;1;PREVENTIVA;6;12/01/2024;60;4471;VERIFICAR CONEXÕES DO CABOS JUNTO AO PAINEL ELÉTRICO.;254220;FABIANO DA SILVA RODRIGUES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986394;MOEDOR MODELO TN61502V VELATI;257512;1;PREVENTIVA;8;06/04/2025;90;166;VERIFICAR CONDIÇÕES E TENCIONAMENTO DAS CORREIAS DE TRANSMISSÃO APS E SCS;254220;FABIANO DA SILVA RODRIGUES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986397; TANQUE ENCRUAMENTO EMBALAGEM MONTEMIL;258863;1;PREVENTIVA;1;20/10/2025;35;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;254880;DAVID ALAN ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986399;TERMOFORMADORA À VÁCUO MULTIVAC R145;258864;1;PREVENTIVA;4;30/10/2025;34;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;293096;DIEGO RODRIGUES ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986399;TERMOFORMADORA À VÁCUO MULTIVAC R145;258864;1;PREVENTIVA;5;30/10/2025;34;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;293096;DIEGO RODRIGUES ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99986399;TERMOFORMADORA À VÁCUO MULTIVAC R145;258864;1;PREVENTIVA;6;30/10/2025;34;2780;MAPRE EM MAQUINAS E EQUIPAMENTOS                  ;293096;DIEGO RODRIGUES ALVES;;
92;FRIG. AURORA CASTRO;CUR;SETOR EMB CURADOS             ;5525;99998124;ANALISADOR DE CARNE - FOODSCAN 2 - FOSS;0;1;PREVENTIVA;1;17/03/2026;365;3077;AVALIACAO TECNICA                                 ;;;;
92;FRIG. AURORA CASTRO;DEF;SETOR DEFUMADOS               ;2496;4423;TUMBLER A VACUO - SISTEMA ELETRICO;;1;PREVENTIVA;1;20/10/2025;35;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;255038;AURIO DE SOUZA;
92;FRIG. AURORA CASTRO;DEF;SETOR DEFUMADOS               ;2496;4424;TUMBLER A VACUO - SISTEMA DE SEGURANÇA;;1;PREVENTIVA;1;20/10/2025;35;4335;VERIFICAR SISTEMA DE SEGURANÇA;255038;AURIO DE SOUZA;;
92;FRIG. AURORA CASTRO;DEF;SETOR DEFUMADOS               ;2496;4425;TUMBLER A VACUO - REDUTOR;;1;PREVENTIVA;1;20/10/2025;35;16;REVISAR REDUTOR E MOTOR;255038;AURIO DE SOUZA;;
92;FRIG. AURORA CASTRO;DEF;SETOR DEFUMADOS               ;2496;4426;TUMBLER A VACUO - REDUTOR -MOTOR;;1;PREVENTIVA;1;20/10/2025;35;16;REVISAR REDUTOR E MOTOR;255038;AURIO DE SOUZA;;
92;FRIG. AURORA CASTRO;DEF;SETOR DEFUMADOS               ;2496;99986431;TUMBLER A VACUO;1;1;PREVENTIVA;7;20/10/2025;35;54109;INSPECIONAR COMPONENTES MECÂNICOS;255038;AURIO DE SOUZA;;
92;FRIG. AURORA CASTRO;DEF;SETOR DEFUMADOS               ;2496;99986431;TUMBLER A VACUO;1;1;PREVENTIVA;8;20/10/2025;35;54109;INSPECIONAR COMPONENTES MECÂNICOS;255038;AURIO DE SOUZA;;
92;FRIG. AURORA CASTRO;DPE;SETOR DEPOSITO PREP  EMBALAGEM;2461;1334;ELEVADOR DE CARGA ECM 2003 2000KG MONTEMIL (3 PISOS) - SISTEMA DE SEGURANÇA;0;1;PREVENTIVA;1;21/06/2025;30;4335;VERIFICAR SISTEMA DE SEGURANÇA;254813;SAULO SANTOS DA SILVA;;
92;FRIG. AURORA CASTRO;EMB;SETOR EMBALAGEM               ;4138;99985662;ESTEIRA INCLINADA SAIDA EMBALADORA ULMA BISTECA DSS48 (ES1701000244);;1;PREVENTIVA;1;25/05/2024;60;3400;MANCAIS DE ROLAMENTOS: ANALISAR VIBRAÇÃO, RUÍDOS, DESGASTES, FIXAÇÕES, VEDAÇÕES, LUBRIFICAÇÃO, ETC;254813;SAULO SANTOS DA SILVA;;
92;FRIG. AURORA CASTRO;EMB;SETOR EMBALAGEM               ;4138;99985662;ESTEIRA INCLINADA SAIDA EMBALADORA ULMA BISTECA DSS48 (ES1701000244);;1;PREVENTIVA;2;25/05/2024;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254813;SAULO SANTOS DA SILVA;;
92;FRIG. AURORA CASTRO;EMB;SETOR EMBALAGEM               ;4138;99985662;ESTEIRA INCLINADA SAIDA EMBALADORA ULMA BISTECA DSS48 (ES1701000244);;1;PREVENTIVA;3;25/05/2024;60;3328;MOTOR PRINCIPAL: REVISÃO VISUAL ANALISANDO RUÍDO, TEMPERATURA, AMPERAGEM, SISTEMA DE VENTILAÇÃO, FIXAÇÃO, EIXO, PINTURA, PARAFUSOS, POLIA, VEDAÇÕES, BOBINADO, BORNES DE LIGAÇÃO, FIAÇÃO, ETC.;254813;SAULO SANTOS DA SILVA;;
92;FRIG. AURORA CASTRO;EMB;SETOR EMBALAGEM               ;4138;99985662;ESTEIRA INCLINADA SAIDA EMBALADORA ULMA BISTECA DSS48 (ES1701000244);;1;PREVENTIVA;4;25/05/2024;60;18;REVISAR / VERIFICAR DESGASTE DAS BUCHAS/ROLAMENTOS, VEDAÇÕES E SELOS;254813;SAULO SANTOS DA SILVA;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;1021;PERNIL TRAD. - ESTEIRA DE CORTES DE PERNIL - REDUTOR - MOTOR;0;1;PREVENTIVA;1;09/08/2025;60;16;REVISAR REDUTOR E MOTOR;394088;LUIS GABRIEL CORREIA PIRES;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;1022;PERNIL TRAD. - ESTEIRA DE CORTES DE PERNIL - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;09/08/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;394088;LUIS GABRIEL CORREIA PIRES;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;1023;PERNIL TRAD. - ESTEIRA DE CORTES DE PERNIL - SISTEMA DE SEGURANÇA;0;1;PREVENTIVA;1;09/08/2025;60;4335;VERIFICAR SISTEMA DE SEGURANÇA;394088;LUIS GABRIEL CORREIA PIRES;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;1025;PERNIL TRAD. - ESTEIRA DE CONDUÇÃO DE MATÉRIA PRIMA 01 - REDUTOR - MOTOR;0;1;PREVENTIVA;1;18/10/2025;120;21;REVISÃO NOS MOTORES;377241;DAVID BATISTA CONRADO;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;1097;ESPOSTEJAMENTO - NÓRIA CAIXAS BRANCAS LIMPAS SULMAQ - REDUTOR 02;254640;1;PREVENTIVA;1;19/07/2025;60;16;REVISAR REDUTOR E MOTOR;254443;ANDERSON DOS SANTOS LIMA;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;1098;ESPOSTEJAMENTO - NÓRIA CAIXAS BRANCAS LIMPAS SULMAQ - SISTEMA ELÉTRICO;254640;1;PREVENTIVA;1;19/07/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;1099;ESPOSTEJAMENTO - NÓRIA CAIXAS BRANCAS LIMPAS SULMAQ - SISTEMA DE SEGURANÇA;254640;1;PREVENTIVA;1;19/07/2025;60;4335;VERIFICAR SISTEMA DE SEGURANÇA;254443;ANDERSON DOS SANTOS LIMA;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;1100;ESPOSTEJAMENTO - NÓRIA CAIXAS BRANCAS LIMPAS SULMAQ - ESTICADOR 01;254640;1;PREVENTIVA;1;19/07/2025;15;5311;ESTICADOR PNEUMÁTICO DE NOREA, VERIFICAR INTEGRIDADE, SOLDAS, ATUADORES E ACIONAMENTOS BEM COMO RODA GUIA;;323747;ALESSANDRO DA SILVA CARNEIRO;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;1228;PERNIL AÉREO - DESOSSA PERNIL X-HAM SULMAQ - SISTEMA ELÉTRICO;254630;1;PREVENTIVA;1;19/07/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254788;SILVESTER KOMINSKI DE SOUZA;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;1229;PERNIL AÉREO - DESOSSA PERNIL X-HAM SULMAQ - ESTICADOR PNEUMÁTICO;254630;1;PREVENTIVA;1;19/07/2025;60;4063;VERIFICAR ESTICADOR (DANOS);254788;SILVESTER KOMINSKI DE SOUZA;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;1230;PERNIL AÉREO - DESOSSA PERNIL X-HAM SULMAQ - NÓRIA - REDUTOR 02;254630;1;PREVENTIVA;1;26/07/2025;60;16;REVISAR REDUTOR E MOTOR;254788;SILVESTER KOMINSKI DE SOUZA;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;1231;PERNIL AÉREO - DESOSSA PERNIL X-HAM SULMAQ - NÓRIA - REDUTOR 02 - MOTOR 02;254630;1;PREVENTIVA;1;26/07/2025;60;16;REVISAR REDUTOR E MOTOR;254788;SILVESTER KOMINSKI DE SOUZA;;
92;FRIG. AURORA CASTRO;EPJ;SETOR DE ESPOSTEJAMENTO       ;2224;1258;CARRÉ - SERRA DE VÉRTEBRAS SOFFINOX CL - SERRA;254650;1;PREVENTIVA;1;18/06/2025;90;53234;AVALIAR CONDIÇÕES E SE NECESSÁRIO SUBSTITUIR POLIAS DA SERRA;;394088;LUIS GABRIEL CORREIA PIRES;
